salary,gender,age,city,education,position,fields_of_activity,employment,work_schedule,friends_count,friends_median_age,friends_mid_age,groups_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,work_exp
70000.0,0,34.0,2,0,253,4,0,2,8.0,35.0,39.0,58.0,-0.21936999999999998,0.369734,0.422872,-0.161692,-1.29959,0.0328496,-0.00407621,0.9228790000000001,0.675676,0.47135,0.0592548,0.11368900000000001,0.128945,-0.327948,-0.0212293,0.5464640000000001,-0.7832680000000001,-0.576338,0.387665,-0.33729499999999996,0.22721799999999998,0.162606,-0.646845,0.544618,0.0829089,-0.610685,0.0870372,0.745676,0.634885,0.041244300000000005,-0.225142,-0.178324,0.940686,0.90802,1.02715,-0.316112,0.46290600000000004,-0.302873,1.46682,-0.276828,-0.10266199999999999,-0.616926,-0.00732444,0.713643,-0.8207629999999999,0.10069,0.0905892,0.0484791,-0.26813200000000004,-1.07771,0.0990688,1.17858,1.0973899999999999,-0.44752600000000003,-0.550512,0.301627,-1.05807,0.199707,-0.271019,-0.440175,-0.7916310000000001,1.35291,0.225992,0.372212,-0.277192,-0.055911,-0.335804,0.191241,0.6882550000000001,0.08011979999999999,-0.19030899999999998,-0.10570999999999996,-0.20916700000000002,-0.269331,-0.998767,-0.141825,-0.162716,0.142244,0.0629244,0.38254699999999997,-0.609751,0.23770300000000005,0.146568,-0.00662624,0.6847770000000001,-0.26233,0.861008,0.6779470000000001,0.19757,0.970708,-0.478458,0.886768,1.5195299999999998,0.127368,-0.0824675,0.129781,0.11543900000000001,-0.7757109999999999,-0.157554,0.263777,132.0
120000.0,1,31.0,2,0,181,1,2,2,24.0,32.0,32.0,23.0,0.043301199999999984,-0.196415,0.805978,-0.429601,-1.3280100000000001,0.199735,0.25968800000000003,0.550709,0.727061,1.58584,0.24899699999999997,-0.1896,-0.36696100000000004,0.330302,-0.29184099999999996,0.0361492,-0.583688,0.00847724,-0.13589400000000001,0.22406399999999999,-1.0659999999999998,0.277451,0.0698285,0.883386,-0.5508890000000001,-1.31595,0.0876508,0.575937,0.303232,0.574455,0.49487,-0.330932,0.513177,0.957873,1.03436,0.051727999999999996,0.329509,0.44125,0.713634,0.38307399999999997,-0.464154,-0.571771,-0.4929810000000001,0.715075,-0.541623,-0.144587,0.37294099999999997,0.50863,-0.9239940000000001,-0.48818900000000004,0.0866803,0.789561,0.844195,0.436483,0.386027,1.01233,0.143517,-0.294986,-0.4632520000000001,0.18628599999999998,-0.10878199999999999,1.48363,0.27125900000000003,-0.24495799999999998,-0.643018,-0.09878300000000001,0.33760100000000004,-0.6876770000000001,0.0991869,0.652841,-0.191687,-0.27666199999999996,-0.0763085,0.376275,-0.35565,-0.14461300000000002,-0.9796239999999999,0.496413,-0.375882,0.11433099999999999,0.414628,0.632324,-0.260522,0.0575128,0.986698,0.25359699999999996,1.11365,0.886495,-0.457362,0.696584,-0.21828499999999998,0.154858,0.682874,-0.290699,-0.0151826,0.7934770000000001,0.05602480000000001,-0.34725700000000004,-0.746225,-0.4613020000000001,103.0
30000.0,0,24.0,1,0,1311,13,0,1,110.0,26.0,27.0,145.0,-1.0361,-0.055934500000000005,-0.0333885,-0.561142,-2.10425,-0.198694,-0.4657310000000001,1.48528,0.9198059999999999,1.46317,1.24074,-0.747787,-0.344271,1.41911,-0.591874,0.0471647,0.766811,-0.812801,-0.369143,-0.0435348,-1.31616,0.604974,-0.340596,-0.28575700000000004,0.450186,-0.39316599999999996,-0.809519,0.414005,0.232174,-0.816041,-0.19531099999999998,0.175753,0.162694,0.43729300000000004,0.308693,0.0550501,1.0672700000000002,0.190745,0.636739,0.0772987,0.487494,-0.484167,-0.768134,-0.010805799999999999,-0.588422,-0.6618430000000001,0.45056999999999997,0.507001,-1.2716399999999999,-0.269635,-0.566367,0.492174,-0.367985,-0.5039710000000001,-0.72244,0.178964,-0.998849,-0.0767074,-0.24053899999999998,0.495695,-0.480365,1.3344,0.267594,-0.335231,-0.164001,0.4258520000000001,0.471525,-0.5154529999999999,0.5209199999999999,-0.31154499999999996,0.312663,-0.060891199999999986,0.0543276,-0.23109000000000002,-0.24076599999999998,-0.528454,-0.08276130000000001,0.7318939999999999,-0.487025,0.634703,0.568797,0.985093,0.373067,0.26356999999999997,1.18671,0.816725,0.9949479999999999,0.44472799999999996,0.653673,-0.020595500000000003,-0.506808,1.15408,0.9022319999999999,0.0320408,-0.500192,-0.929942,-0.5414439999999999,-0.4679350000000001,-0.90415,0.0923268,34.0
35000.0,0,26.0,2,0,1292,12,1,2,38.0,27.0,27.0,169.0,-0.535945,0.17685599999999999,0.115472,-0.5926130000000001,-1.31304,0.262945,0.28030900000000003,1.75961,0.520121,0.8605010000000001,0.782818,-0.183928,-0.11432300000000001,0.425832,-0.0605693,-0.572012,0.567934,-0.634418,-0.096828,0.540162,-0.626112,1.0833899999999999,-0.498356,1.2899100000000001,-0.289452,-0.786446,0.127879,0.0736103,0.282806,-0.409703,-0.149016,0.292481,0.034864099999999995,0.13185999999999998,0.19938699999999998,-0.128021,0.225154,0.061279999999999994,0.413204,0.672216,-0.186565,0.39732399999999995,-0.175453,0.14905,-0.119095,-0.15876800000000002,0.282398,0.23585599999999998,-0.586996,-0.0379911,-0.502544,0.63777,0.5899760000000001,-0.571902,-0.0939736,0.6977369999999999,0.110703,-0.282154,-0.803878,-0.177782,-0.9080389999999999,1.39763,-0.565901,0.153662,-0.317779,0.414013,-1.17133,-0.52295,0.0921449,0.401904,-0.016609400000000003,0.161761,-0.45102,0.118073,-1.32974,0.605631,-0.45848599999999995,1.27944,-0.702309,-0.6097130000000001,-0.6754359999999999,-0.0969507,0.243519,0.0654022,1.65861,-0.165615,0.808283,-0.4195640000000001,-0.06944260000000001,0.561253,-0.189531,0.588592,1.23705,-0.0881449,-0.696112,-0.729535,0.542582,0.346539,-0.19206900000000002,-0.026193099999999997,104.0
35000.0,1,33.0,0,0,1796,12,0,1,136.0,33.0,32.0,114.0,-1.8269099999999998,0.417946,0.0739919,-1.2664,-1.27159,-0.571972,-0.30334099999999997,1.4827700000000001,0.587726,0.161475,1.05627,-0.625678,-0.161156,0.576138,-0.901444,-0.0135101,-0.313699,-0.780357,-0.33114,-0.51302,-0.010412399999999999,0.182252,0.0771037,0.47610699999999995,-0.262799,-0.22218200000000002,0.29675,0.522792,-0.46309700000000004,-0.194548,0.467905,0.13809000000000002,-0.25693299999999997,1.10711,0.304245,0.35240900000000003,0.351894,-0.0378719,0.733222,-0.239312,-0.0023639,-1.25227,0.0670707,0.38671,-0.728459,-0.667475,0.765796,-0.28549800000000003,-0.534723,0.0540291,-0.697453,0.226728,0.778758,-0.251413,-0.6715909999999999,1.1100299999999999,0.335474,0.170733,-0.104851,-0.539535,-0.221744,1.69218,0.8554299999999999,-0.672936,-0.716743,-0.8426030000000001,-0.268418,-0.507111,0.419441,-0.42416899999999996,-0.195616,-0.325412,0.28119299999999997,0.505704,-0.377089,0.36423,-0.261141,0.686046,0.266802,-0.06682260000000001,-1.17927,-0.08353769999999999,0.504617,-0.253833,1.07657,-0.27316799999999997,1.33231,-0.645121,0.917717,-0.362371,-0.784291,1.39626,0.634053,0.227512,-1.09141,0.2482,0.42045699999999997,0.144262,-1.57366,-0.39055100000000004,176.0
40000.0,0,42.0,1,1,1115,1,0,1,66.0,34.0,34.0,23.0,-0.676098,0.185567,-0.00522541,-0.00846778,-1.34551,-0.046317000000000004,0.47742799999999996,1.34097,0.8262309999999999,0.300786,0.46668000000000004,-0.143958,-0.382182,-0.0346668,0.522795,0.16023900000000002,-0.30096999999999996,-0.0854442,-0.299063,0.177637,-0.5937140000000001,0.050801099999999995,0.014391,-0.022953499999999998,-0.339225,-1.1969100000000001,0.42334499999999997,0.5067229999999999,-0.276148,-0.17293699999999998,-0.07342739999999999,0.144175,-0.0728821,0.8053819999999999,0.6459189999999999,0.712964,0.8787889999999999,0.33224000000000004,0.404762,0.7565,-0.360227,-0.5954520000000001,-0.78652,0.13586099999999998,-0.7817029999999999,0.241538,-0.0487246,-0.34149,-0.968454,-1.08103,-0.416421,0.051728199999999995,0.47293199999999996,-0.28538800000000003,0.150924,0.378703,-0.919811,-0.731174,0.0556985,-0.224588,-0.00803003,0.695719,0.25219,0.0919978,-0.0189852,-0.0429823,-0.510969,0.419907,0.35124,0.43830600000000003,-0.44434799999999997,0.193078,-0.693819,-0.42691999999999997,-0.675802,-0.40005,-0.288534,0.6151369999999999,-0.46800299999999995,0.342742,-1.4708,0.943786,0.728107,-0.140347,0.001675,0.375544,0.531467,0.36431399999999997,0.144368,0.056308000000000004,-0.173798,-0.635373,0.30746999999999997,0.92889,-0.41468999999999995,0.33855799999999997,0.32303899999999997,0.50495,0.0526819,0.132929,237.0
50000.0,0,23.0,2,0,583,18,0,1,36.0,25.0,28.0,28.0,-1.18471,0.52515,0.339118,0.20388699999999998,-1.4671399999999999,-1.25441,-0.10703199999999999,0.67237,0.193761,0.111327,0.974548,-0.404165,-0.182523,0.15441,-0.135889,0.699982,-0.530393,-0.43578500000000003,-1.55417,0.038555599999999995,-1.57528,1.52821,-0.82886,0.341566,-0.095186,-0.807549,-0.0313933,0.225097,0.668721,-0.488288,0.00697055,0.322626,0.19456199999999998,0.70489,1.31529,0.363721,1.18994,0.20199999999999999,0.5595439999999999,0.23269600000000001,0.364815,-0.7418939999999999,-0.332286,0.650059,-0.9514809999999999,-0.670279,0.021531799999999997,0.8404799999999999,-0.837648,-0.257152,-0.250884,0.415959,0.8275020000000001,-0.642933,-0.447309,0.7521100000000001,0.632499,0.355444,-0.6330359999999999,0.0431217,-0.801716,1.03001,-0.0896394,-0.21802399999999997,-0.31556300000000004,0.0523177,-0.484969,-0.0823268,0.5879939999999999,0.387334,-0.503179,0.174618,0.09029169999999999,0.13111,0.24135500000000001,0.46362,-0.11053299999999999,0.594631,-1.03227,0.266865,-0.21177800000000002,-0.06727480000000001,0.404942,-0.5905199999999999,0.843765,0.118644,0.791891,0.0873232,0.318424,-0.113722,-0.4407,-0.27934499999999995,0.6331680000000001,0.324594,-0.249784,-0.0486585,0.0567837,0.27895,0.263612,-0.12742799999999999,16.0
25000.0,0,48.0,0,0,791,30,0,1,1.0,20.0,20.0,5.0,-0.542748,0.19322,-0.28217,-0.41297799999999996,-0.667169,0.23801999999999998,-0.34613,1.64231,0.764126,0.981656,0.588853,-0.200553,0.21794699999999997,0.5526449999999999,0.040147300000000004,0.16378099999999998,-0.342154,-0.0862587,-0.0254797,-0.179365,-0.225731,0.542432,-0.479408,0.4630260000000001,-0.319159,-0.18554500000000002,-0.136163,0.34423200000000004,0.559537,-0.10080900000000001,0.202808,0.318157,0.49891800000000003,1.16457,-0.085837,0.03741,1.10944,0.306746,0.47695699999999996,0.49996599999999997,0.098969,-0.7404350000000001,-0.17938900000000002,0.042434,-0.450143,-0.119224,0.0235206,-0.175861,-0.632382,-0.7184729999999999,-0.262401,0.624228,1.11174,-0.516411,-0.294232,0.6934279999999999,-0.103805,0.311893,-0.7844869999999999,-0.318889,-0.702868,0.810496,-0.265896,0.369048,-0.46332700000000004,0.322058,-0.0291623,-0.443912,-0.12493699999999999,0.24029299999999998,0.123557,0.0660186,-0.09546310000000001,0.627992,-0.733484,0.178358,0.017583099999999997,0.206598,-0.489546,-0.0969242,-0.10930899999999999,-0.08793139999999999,0.028564999999999997,-0.354274,0.253515,-0.22233499999999998,-0.584001,0.0157436,-0.342331,-0.1899,0.222842,-0.152442,0.31145100000000003,-0.0248524,-0.174957,0.0291053,0.04453069999999999,0.117823,0.201951,0.0423728,180.0
60000.0,1,35.0,1,0,650,25,0,3,115.0,34.0,34.0,145.0,-0.705048,0.110616,-0.0638241,-0.670529,-1.27179,0.102004,0.717843,0.915071,0.1399,0.966347,0.365938,-0.328855,0.180564,0.9251389999999999,-0.30592199999999997,-0.05309730000000002,-0.290369,-0.6519520000000001,-0.7282850000000001,0.182394,-0.5605760000000001,0.444776,0.542864,0.700386,0.27152,0.431312,0.529121,0.545844,-0.12278399999999999,0.5487569999999999,-0.432924,-0.5656140000000001,0.9888040000000001,0.5376350000000001,0.707805,-0.380463,1.6355899999999999,1.40001,0.646837,0.0685443,0.227073,-0.25419,-0.425856,-0.172073,-1.6836400000000002,0.0909461,0.163666,-0.283941,-0.441615,-0.492357,-0.874158,0.788198,1.57775,-1.02611,-0.331683,0.0582384,-0.9179450000000001,-0.278118,-0.213944,-0.198129,-1.3301,0.872431,0.0444136,-0.4492600000000001,0.25842600000000004,-0.39065,0.5274300000000001,-0.326938,0.415217,-0.666751,0.20879,0.0134208,-0.331285,0.09758589999999999,-0.48399200000000003,-0.862409,-0.0403281,0.6967270000000001,-0.243497,0.5690470000000001,-0.656779,-0.048942599999999996,0.357852,-0.0849137,0.779066,0.352983,0.884466,-0.45127799999999996,-0.161332,-0.06868969999999999,-0.947351,1.51607,0.8197989999999999,0.834744,-0.042236300000000004,0.173014,-0.689896,0.47378400000000004,-0.272223,-0.25901,154.0
200000.0,1,32.0,2,0,122,3,0,3,208.0,33.0,33.0,21.0,-1.44025,0.186763,0.159344,0.266905,-1.50629,-0.319536,-0.915769,1.7830700000000002,0.203214,1.14304,0.261467,-0.22314099999999998,-0.44028199999999995,0.814394,-0.484454,-0.5640430000000001,0.12821400000000002,-0.204084,-0.63266,0.173211,-0.6105729999999999,0.338519,-0.6449050000000001,-0.330531,-1.13284,-0.45020699999999997,-0.695805,1.10204,0.630166,-0.25528,-0.449686,-0.211269,0.841983,-0.22262600000000002,-0.43728999999999996,-0.153197,1.01757,0.5108189999999999,0.41795,-0.324658,-0.321735,-0.539726,-1.0832899999999999,0.32832100000000003,-0.431237,-0.307438,0.693444,-0.301152,-0.355285,-0.43578500000000003,-0.408604,0.9404540000000001,0.713242,-0.907741,0.602988,1.61419,-0.449088,-0.233967,-0.418415,0.206867,-1.36915,0.11798,-0.0359801,0.681246,-0.195345,0.251846,-0.611204,-1.20933,0.473616,0.724068,-0.568186,-0.578199,-0.559756,0.22748200000000002,-0.4333770000000001,-0.10538,0.173023,0.986441,-1.24091,0.39903299999999997,0.407379,-0.5569729999999999,0.22542399999999999,-0.9934930000000001,1.07335,-0.114148,0.692299,-0.268284,-0.29740900000000003,-1.00274,-0.387627,0.0117533,0.444576,0.216879,-0.759375,0.056517399999999995,0.774676,-0.498633,0.079152,0.138478,137.0
150000.0,1,38.0,2,0,843,26,0,1,33.0,37.0,37.0,0.0,-0.63808,0.59795,-0.0654705,-0.9731920000000001,-0.783391,-0.7951819999999999,-0.33719099999999996,0.888172,0.140853,0.611833,0.33777199999999996,-0.156826,-0.7498239999999999,0.0497734,0.0502612,0.246461,-0.46658299999999997,0.823549,-0.7254390000000001,0.341922,0.0633644,0.579348,-0.242817,0.337975,-0.357788,-0.0179987,0.42058599999999996,0.32605500000000004,-0.401855,0.015504800000000001,0.43555299999999997,-0.137967,0.396276,1.22925,1.15903,0.13943699999999998,1.68375,-0.0576484,1.10345,0.00232086,-1.03227,0.058960800000000015,-0.7586970000000001,0.507988,-0.68202,0.12204100000000001,-0.301494,0.678048,0.0374931,-1.12055,-0.0498377,-0.135942,0.7720100000000001,-0.9366899999999999,-0.605009,0.274465,0.396579,0.00684577,-0.612376,-0.122421,-0.388877,1.01104,0.196306,0.614984,-0.51165,0.0768419,-0.662944,-0.497439,0.128275,0.239515,0.460818,-0.750413,-0.625822,-0.177749,-1.4855200000000002,0.177901,0.145475,0.29478699999999997,-1.29894,0.225577,-1.03888,-0.06566489999999997,0.220338,-0.393658,1.0094,-0.814046,0.900583,0.0759548,-0.375894,0.073871,0.18324300000000002,0.8368969999999999,0.337173,0.761115,-0.050135400000000004,0.657938,-0.29643600000000003,-0.48524700000000004,-0.702516,0.753265,180.0
